subject,block,duration_ms
141,prequiz,1341587
141,0,851206
141,1,659307
141,2,304259
141,3,695277
141,4,228880
141,5,144442
141,6,726365
141,7,643088
141,8,164769
141,9,410964
141,postquiz,68815
142,instructions,744413
142,prequiz,706672
142,0,544265
142,1,207267
142,2,143892
142,3,205223
142,4,190024
142,5,1413401
142,6,395172
142,7,113928
142,8,155535
142,9,155631
142,postquiz,33028
143,instructions,1162608
143,prequiz,751766
143,0,343376
143,1,979864
143,2,3966332
143,3,176324
143,4,591848
143,5,296486
143,6,249541
143,7,177164
143,8,208144
143,9,254736
143,postquiz,49692
144,instructions,829709
144,prequiz,63876
144,0,714113
144,1,421501
144,2,66321
144,3,311151
144,4,158642
144,5,113027
144,6,291008
144,7,94349
144,8,70487
144,9,148432
144,postquiz,20595
145,instructions,206245
145,prequiz,41382
145,0,184336
145,1,92780
145,2,94152
145,3,115932
145,4,164914
145,5,289791
145,6,279333
145,7,447992
145,8,142423
145,9,359066
145,postquiz,40006
146,instructions,1792960
146,prequiz,15118
146,0,376447
146,1,127519
146,2,240848
146,3,173079
146,4,390844
146,5,117759
146,6,77675
146,7,73043
146,8,80959
146,9,68128
146,postquiz,56191
147,instructions,218305
147,prequiz,234829
147,0,308196
147,1,223152
147,2,157689
147,3,90554
147,4,86775
147,5,129584
147,6,248283
147,7,441720
147,8,170331
147,9,195134
147,postquiz,37587
148,instructions,420504
148,prequiz,411782
148,0,106777
148,1,87701
148,2,102120
148,3,93499
148,4,103880
148,5,68540
148,6,83448
148,7,59372
148,8,81540
148,9,73053
148,postquiz,113988
149,instructions,768926
149,prequiz,471679
149,0,559229
149,1,469496
149,2,551318
149,3,379989
149,4,281817
149,5,176400
149,6,1083973
149,7,470625
149,8,77224
149,9,985707
149,postquiz,84884
150,instructions,72650
150,prequiz,138160
150,0,199917
150,1,192920
150,2,198682
150,3,168693
150,4,127502
150,5,141697
150,6,87836
150,7,128968
150,8,81002
150,9,99618
150,postquiz,30008
151,instructions,83818
151,prequiz,29630
151,0,1012135
151,1,652334
151,2,1099086
151,3,431624
151,4,905774
151,5,497173
151,6,932469
151,7,546443
151,8,278196
151,9,431161
151,postquiz,185576
152,instructions,264756
152,prequiz,33995
152,0,269858
152,1,168335
152,2,117822
152,3,1169621
152,4,196485
152,5,181598
152,6,1310629
152,7,185825
152,8,189433
152,9,396168
152,postquiz,170815
153,instructions,253498
153,prequiz,96066
153,0,425829
153,1,392051
153,2,357304
153,3,152300
153,4,198232
153,5,281466
153,6,566508
153,7,253691
153,8,268351
153,9,276438
153,postquiz,120881
154,instructions,819675
154,prequiz,765534
154,0,465865
154,1,336992
154,2,439992
154,3,239337
154,4,235481
154,5,78842
154,6,160506
154,7,146570
154,8,119772
154,9,107365
154,postquiz,59432
155,instructions,455192
155,prequiz,31570
155,0,243941
155,1,542395
155,2,344297
155,3,166005
155,4,520547
155,5,301877
155,6,148009
155,7,169037
155,8,268930
155,9,708613
155,postquiz,47468
156,instructions,261124
156,prequiz,46554
156,0,558707
156,1,357608
156,2,546843
156,3,586603
156,4,311878
156,5,253266
156,6,278136
156,7,226731
156,8,143103
156,9,241870
156,postquiz,102373
157,instructions,3855241
157,prequiz,128350
157,0,690134
157,1,310008
157,2,354791
157,3,347773
157,4,62837
157,5,543190
157,6,255730
157,7,382568
157,8,368216
157,9,359201
157,postquiz,60116
158,instructions,571736
158,prequiz,77631
158,0,1561046
158,1,2155995
158,2,1357814
158,3,234639
158,4,404195
158,5,514464
158,6,240130
158,7,368273
158,8,233184
158,9,837534
158,postquiz,99359
159,instructions,77052
159,prequiz,34048
159,0,436817
159,1,287623
159,2,200967
159,3,242308
159,4,296967
159,5,199349
159,6,203600
159,7,238564
159,8,174921
159,9,342423
159,postquiz,280229
160,instructions,698512
160,prequiz,49746
160,0,1045185
160,1,457510
160,2,516198
160,3,417350
160,4,231880
160,5,1208261
160,6,95492
160,7,143500
160,8,134852
160,9,155149
160,postquiz,36491
161,instructions,905901
161,prequiz,85399
161,0,435471
161,1,218003
161,2,234307
161,3,141130
161,4,171561
161,5,148744
161,6,132819
161,7,159396
161,8,148182
161,9,129866
161,postquiz,62162
162,instructions,121628
162,prequiz,52934
162,0,257778
162,1,332076
162,2,65658
162,3,149907
162,4,203900
162,5,245053
162,6,573360
162,7,446513
162,8,260677
162,9,304254
162,postquiz,110509
163,instructions,61761
163,prequiz,13584
163,0,46790
163,1,320817
163,2,89087
163,3,271689
163,4,287023
163,5,150736
163,6,131401
163,7,170646
163,8,1164904
163,9,467326
163,postquiz,80045
164,instructions,5546
164,prequiz,6424
164,0,164763
164,1,175030
164,2,162807
164,3,107944
164,4,122447
164,5,113239
164,6,69624
164,7,165303
164,8,233358
164,9,171258
164,postquiz,39234
165,instructions,37565
165,prequiz,20160
165,0,103075
165,1,191377
165,2,97376
165,3,159434
165,4,69966
165,5,95016
165,6,123000
165,7,135247
165,8,44921
165,9,91501
165,postquiz,30947
166,instructions,735775
166,prequiz,2115965
166,0,707934
166,1,271280
166,2,384530
166,3,956353
166,4,541557
166,5,258249
166,6,377980
166,7,310150
166,8,818964
166,9,500823
166,postquiz,245418
167,instructions,729017
167,prequiz,324862
167,0,572168
167,1,322040
167,2,725071
167,3,858995
167,4,203909
167,5,332914
167,6,303953
167,7,283019
167,8,327791
167,9,310291
167,postquiz,59674
168,instructions,781986
168,prequiz,778610
168,0,251765
168,1,111464
168,2,285539
168,3,354158
168,4,333411
168,5,237712
168,6,287884
168,7,331523
168,8,406193
168,9,543664
168,postquiz,179385
169,instructions,246765
169,prequiz,156428
169,0,849069
169,1,287122
169,2,224753
169,3,660750
169,4,499191
169,5,434964
169,6,254251
169,7,328224
169,8,1075450
169,9,75275
169,postquiz,56054
170,instructions,103056
170,prequiz,12916
170,0,191111
170,1,106390
170,2,277943
170,3,208769
170,4,233215
170,5,123746
170,6,161589
170,7,124965
170,8,199147
170,9,151948
170,postquiz,48220
171,instructions,1640182
171,prequiz,5835
171,0,986315
171,1,130542
171,2,84945
171,3,99679
171,4,112649
171,5,69171
171,6,58402
171,7,76351
171,8,81449
171,9,89129
171,postquiz,35679
172,instructions,333663
172,prequiz,179968
172,0,291247
172,1,182984
172,2,229146
172,3,181656
172,4,123303
172,5,134514
172,6,137608
172,7,227547
172,8,97778
172,9,190488
172,postquiz,57454
173,instructions,390944
173,prequiz,24035
173,0,109486
173,1,88109
173,2,164498
173,3,128893
173,4,110167
173,5,531111
173,6,99825
173,7,175713
173,8,574382
173,9,57649
173,postquiz,112677
174,instructions,210482
174,prequiz,37270
174,0,255633
174,1,262636
174,2,268471
174,3,180181
174,4,174227
174,5,102409
174,6,199555
174,7,193748
174,8,61690
174,9,188834
174,postquiz,69271
175,instructions,35758
175,prequiz,21588
175,0,241466
175,1,140054
175,2,107954
175,3,193805
175,4,96258
175,5,189482
175,6,126241
175,7,122139
175,8,185738
175,9,283283
175,postquiz,44273
176,instructions,37346
176,prequiz,63887
176,0,815059
176,1,216893
176,2,219599
176,3,293424
176,4,363306
176,5,217423
176,6,259837
176,7,292152
176,8,156062
176,9,117894
176,postquiz,59685
177,instructions,1228500
177,prequiz,1173497
177,0,1304787
177,1,124898
177,2,275254
177,3,186170
177,4,257998
177,5,231687
177,6,193112
177,7,97505
177,8,95042
177,9,127068
177,postquiz,79335
178,instructions,184786
178,prequiz,25541
178,0,185636
178,1,336979
178,2,94302
178,3,171479
178,4,353709
178,5,180226
178,6,299468
178,7,474955
178,8,474799
178,9,194215
178,postquiz,27460
179,instructions,149209
179,prequiz,6113
179,0,529821
179,1,1034159
179,2,775939
179,3,926454
179,4,1311092
179,5,189043
179,6,384476
179,7,530884
179,8,128501
179,9,81354
179,postquiz,71283
180,instructions,1320255
180,prequiz,231970
180,0,844702
180,1,460393
180,2,226911
180,3,267597
180,4,615873
180,5,190427
180,6,215515
180,7,378001
180,8,197134
180,9,188009
180,postquiz,196532
181,instructions,257394
181,prequiz,31520
181,0,308675
181,1,515289
181,2,238033
181,3,270832
181,4,193524
181,5,62434
181,6,166928
181,7,213207
181,8,57297
181,9,213543
181,postquiz,31607
182,instructions,309584
182,prequiz,391872
182,0,350736
182,1,224144
182,2,475246
182,3,276859
182,4,164697
182,5,130550
182,6,171256
182,7,198652
182,8,247437
182,9,253012
182,postquiz,57444
183,instructions,102172
183,prequiz,241148
183,0,1085158
183,1,305326
183,2,653631
183,3,425072
183,4,314390
183,5,597474
183,6,235458
183,7,101050
183,8,144410
183,9,60611
183,postquiz,65788
184,instructions,377321
184,prequiz,183168
184,0,1426152
184,1,466148
184,2,214807
184,3,315984
184,4,292602
184,5,422598
184,6,262177
184,7,575352
184,8,168367
184,9,194097
184,postquiz,40096
185,instructions,399768
185,prequiz,309733
185,0,159397
185,1,342447
185,2,154775
185,3,176591
185,4,163425
185,5,166926
185,6,207546
185,7,216017
185,8,132151
185,9,133946
185,postquiz,23774
186,instructions,61299
186,prequiz,11171
186,0,340437
186,1,229977
186,2,415576
186,3,173863
186,4,433642
186,5,175828
186,6,198118
186,7,451058
186,8,155723
186,9,79293
186,postquiz,1507836
187,instructions,371553
187,prequiz,209219
187,0,486690
187,1,755278
187,2,258495
187,3,929690
187,4,448141
187,5,439494
187,6,529433
187,7,730041
187,8,2606065
187,9,531292
187,postquiz,104763
188,instructions,397613
188,prequiz,34841
188,0,237521
188,1,77384
188,2,88281
188,3,65720
188,4,55248
188,5,54888
188,6,54329
188,7,58240
188,8,86832
188,9,49658
188,postquiz,19782
189,instructions,1908557
189,prequiz,1359607
189,0,2886632
189,1,693930
189,2,177355
189,3,777908
189,4,287978
189,5,147511
189,6,174680
189,7,101463
189,8,172214
189,9,240167
189,postquiz,73162
190,instructions,323632
190,prequiz,73741
190,0,524474
190,1,264142
190,2,468675
190,3,117040
190,4,136580
190,5,342420
190,6,167725
190,7,166061
190,8,540396
190,9,889786
190,postquiz,81967
191,instructions,148009
191,prequiz,212508
191,0,1169383
191,1,2569280
191,2,463505
191,3,677579
191,4,283693
191,5,758264
191,6,111727
191,7,176549
191,8,381286
191,9,227241
191,postquiz,138148
192,instructions,149180
192,prequiz,28902
192,0,318470
192,1,602757
192,2,471592
192,3,334582
192,4,265030
192,5,1973715
192,6,643186
192,7,252022
192,8,257122
192,9,205610
192,postquiz,66852
193,instructions,172948
193,prequiz,24715
193,0,1251053
193,1,1966414
193,2,264142
193,3,529304
193,4,40800
193,5,212782
193,6,347198
193,7,322796
193,8,540777
193,9,427426
193,postquiz,162296
194,instructions,8618
194,prequiz,6424
194,0,75812
194,1,74128
194,2,107541
194,3,169274
194,4,69966
194,5,141663
194,6,73664
194,7,71257
194,8,69273
194,9,61139
194,postquiz,29352
195,instructions,72979
195,prequiz,46706
195,0,805725
195,1,230732
195,2,441486
195,3,203253
195,4,167729
195,5,386112
195,6,194940
195,7,430037
195,8,160432
195,9,169365
195,postquiz,23221
196,instructions,95848
196,prequiz,21967
196,0,328143
196,1,327084
196,2,148343
196,3,192252
196,4,668415
196,5,361271
196,6,206013
196,7,112553
196,8,105499
196,9,144960
196,postquiz,50286
197,instructions,263633
197,prequiz,25632
197,0,266789
197,1,214936
197,2,122493
197,3,761581
197,4,1285350
197,5,1388926
197,6,204663
197,7,355968
197,8,638798
197,9,391967
197,postquiz,51693
198,instructions,189364
198,prequiz,27389
198,0,355875
198,1,247694
198,2,225626
198,3,187592
198,4,55707
198,5,129345
198,6,297715
198,7,113326
198,8,117727
198,9,466366
198,postquiz,155678
199,instructions,191060
199,prequiz,26028
199,0,230830
199,1,256383
199,2,649552
199,3,201642
199,4,521724
199,5,246651
199,6,293945
199,7,163334
199,8,134223
199,9,147294
199,postquiz,36042
200,instructions,2808502
200,prequiz,2283140
200,0,221223
200,1,916878
200,2,196374
200,3,324649
200,4,183112
200,5,239070
200,6,143039
200,7,200890
200,8,135940
200,9,199866
200,postquiz,25135
201,instructions,2168840
201,prequiz,7324
201,0,205731
201,1,150119
201,2,115486
201,3,122633
201,4,246694
201,5,118780
201,6,1549504
201,7,106260
201,8,94859
201,9,72293
201,postquiz,88059
202,instructions,6613
202,prequiz,7006
202,0,290941
202,1,87760
202,2,83341
202,3,77922
202,4,77597
202,5,64472
202,6,88776
202,7,129068
202,8,108659
202,9,107555
202,postquiz,43307
203,instructions,151026
203,prequiz,195360
203,0,563550
203,1,493833
203,2,411807
203,3,373494
203,4,1067271
203,5,86026
203,6,222654
203,7,102403
203,8,67888
203,9,59374
203,postquiz,67775
204,instructions,243224
204,prequiz,236533
204,0,340411
204,1,313951
204,2,266232
204,3,187644
204,4,148791
204,5,155130
204,6,105929
204,7,224654
204,8,201169
204,9,187771
204,postquiz,93288
205,instructions,9077
205,prequiz,11440
205,0,139007
205,1,163662
205,2,102605
205,3,102754
205,4,53270
205,5,66856
205,6,123248
205,7,68203
205,8,72918
205,9,53460
205,postquiz,50788
206,instructions,34626
206,prequiz,599866
206,0,240897
206,1,1281196
206,2,283682
206,3,219941
206,4,177030
206,5,180168
206,6,223839
206,7,273903
206,8,193279
206,9,163665
206,postquiz,55273
207,instructions,154716
207,prequiz,28592
207,0,461511
207,1,119391
207,2,455833
207,3,80775
207,4,132943
207,5,687694
207,6,176987
207,7,65558
207,8,181887
207,9,69244
207,postquiz,40369
208,instructions,203816
208,prequiz,111397
208,0,811593
208,1,554150
208,2,248293
208,3,258327
208,4,359365
208,5,117078
208,6,287228
208,7,251003
208,8,127719
208,9,504121
208,postquiz,57002
209,instructions,203121
209,prequiz,188875
209,0,636559
209,1,576810
209,2,483977
209,3,421848
209,4,429647
209,5,269313
209,6,233201
209,7,185679
209,8,265367
209,9,177111
209,postquiz,19210
210,instructions,316378
210,prequiz,193629
210,0,259060
210,1,98122
210,2,631407
210,3,166220
210,4,175714
210,5,156394
210,6,274596
210,7,239640
210,8,433890
210,9,239599
210,postquiz,45237
211,instructions,8538
211,prequiz,9183
211,0,2178314
211,1,568088
211,2,1676859
211,3,519550
211,4,1060684
211,5,901219
211,6,231932
211,7,790023
211,8,619323
211,9,180415
211,postquiz,149790
212,instructions,277455
212,prequiz,25113
212,0,345919
212,1,155038
212,2,226364
212,3,350210
212,4,202460
212,5,135594
212,6,295237
212,7,260060
212,8,176355
212,9,125828
212,postquiz,32892
213,instructions,710245
213,prequiz,83711
213,0,604677
213,1,614121
213,2,447348
213,3,144580
213,4,177627
213,5,276906
213,6,525422
213,7,201950
213,8,174503
213,9,319461
213,postquiz,55874
214,instructions,432537
214,prequiz,22154
214,0,911195
214,1,2178060
214,2,344222
214,3,158333
214,4,675568
214,5,443941
214,6,596144
214,7,808986
214,8,283052
214,9,542138
214,postquiz,51293
215,instructions,1362243
215,prequiz,45830
215,0,794425
215,1,498918
215,2,286347
215,3,628007
215,4,305418
215,5,495561
215,6,114431
215,7,342901
215,8,194470
215,9,272863
215,postquiz,24325
216,instructions,21073
216,prequiz,34804
216,0,332631
216,1,383533
216,2,392063
216,3,191655
216,4,215471
216,5,143099
216,6,150011
216,7,152043
216,8,146667
216,9,127188
216,postquiz,49319
217,instructions,220162
217,prequiz,178552
217,0,190231
217,1,150676
217,2,264010
217,3,277626
217,4,176284
217,5,99502
217,6,81153
217,7,130270
217,8,80574
217,9,95301
217,postquiz,43988
218,instructions,1742358
218,prequiz,1149448
218,0,1324112
218,1,689936
218,2,654305
218,3,381816
218,4,139614
218,5,200893
218,6,710501
218,7,423269
218,8,136286
218,9,291644
218,postquiz,54101
219,instructions,156229
219,prequiz,28105
219,0,481123
219,1,751664
219,2,736783
219,3,232243
219,4,142669
219,5,569451
219,6,231363
219,7,411792
219,8,278979
219,9,313854
219,postquiz,96322
220,instructions,198302
220,prequiz,71460
220,0,486978
220,1,328550
220,2,205858
220,3,347243
220,4,236822
220,5,122362
220,6,230886
220,7,183883
220,8,402977
220,9,136524
220,postquiz,55082
221,instructions,474622
221,prequiz,556020
221,0,566833
221,1,673996
221,2,485963
221,3,459869
221,4,266112
221,5,350550
221,6,483148
221,7,327595
221,8,129769
221,9,175826
221,postquiz,37931
222,instructions,799113
222,prequiz,443266
222,0,744040
222,1,316281
222,2,408691
222,3,621002
222,4,472689
222,5,290725
222,6,356555
222,7,567972
222,8,240679
222,9,377863
222,postquiz,86268
223,instructions,236762
223,prequiz,28910
223,0,578768
223,1,362474
223,2,567353
223,3,611008
223,4,217258
223,5,772731
223,6,398248
223,7,175755
223,8,204003
223,9,166904
223,postquiz,46253
224,instructions,278595
224,prequiz,206220
224,0,383811
224,1,417257
224,2,913384
224,3,558686
224,4,1019917
224,5,1120294
224,6,127807
224,7,54573
224,8,129937
224,9,92088
224,postquiz,73389
225,instructions,9565
225,prequiz,8441
225,0,351699
225,1,297463
225,2,256935
225,3,243919
225,4,207978
225,5,263051
225,6,321085
225,7,358192
225,8,241351
225,9,62923
225,postquiz,37038
226,instructions,54932
226,prequiz,54196
226,0,3012415
226,1,244082
226,2,179344
226,3,91121
226,4,555701
226,5,418205
226,6,202378
226,7,93494
226,8,480124
226,9,210018
226,postquiz,65750
227,instructions,432938
227,prequiz,113420
227,0,253460
227,1,766157
227,2,438298
227,3,1024365
227,4,114504
227,5,349122
227,6,47889
227,7,124273
227,8,667120
227,9,514632
227,postquiz,341708
228,instructions,189922
228,prequiz,49275
228,0,573404
228,1,198911
228,2,332147
228,3,131282
228,4,394953
228,5,307938
228,6,143852
228,7,274757
228,8,406935
228,9,59847
228,postquiz,93653
229,instructions,285362
229,prequiz,23307
229,0,132700
229,1,134746
229,2,184457
229,3,100984
229,4,267314
229,5,121046
229,6,163303
229,7,92356
229,8,265161
229,9,116252
229,postquiz,33726
230,instructions,113623
230,prequiz,20816
230,0,403915
230,1,365207
230,2,177352
230,3,448648
230,4,74502
230,5,321279
230,6,305185
230,7,361054
230,8,334399
230,9,386183
230,postquiz,29465
231,instructions,300863
231,prequiz,119451
231,0,258404
231,1,400667
231,2,971831
231,3,519254
231,4,974178
231,5,317343
231,6,72663
231,7,564363
231,8,114315
231,9,497478
231,postquiz,50403
232,instructions,106057
232,prequiz,19721
232,0,1386399
232,1,853186
232,2,197579
232,3,498192
232,4,294750
232,5,397708
232,6,400597
232,7,763803
232,8,258255
232,9,117845
232,postquiz,42784
233,instructions,267775
233,prequiz,31101
233,0,208401
233,1,356595
233,2,671172
233,3,256734
233,4,600652
233,5,163439
233,6,535590
233,7,238666
233,8,143358
233,9,480192
233,postquiz,78262
234,instructions,496979
234,prequiz,228227
234,0,273082
234,1,301490
234,2,544932
234,3,326009
234,4,251170
234,5,333949
234,6,337516
234,7,522801
234,8,99601
234,9,350493
234,postquiz,155827
235,instructions,362962
235,prequiz,51586
235,0,505382
235,1,720680
235,2,244832
235,3,475735
235,4,405456
235,5,692190
235,6,379441
235,7,416807
235,8,553511
235,9,1417513
235,postquiz,86478
236,instructions,116582
236,prequiz,94924
236,0,353215
236,1,86058
236,2,201430
236,3,268086
236,4,658794
236,5,94499
236,6,76960
236,7,75048
236,8,81270
236,9,78799
236,postquiz,33427
237,instructions,3320537
237,prequiz,22178
237,0,408814
237,1,352172
237,2,126452
237,3,166331
237,4,221871
237,5,75317
237,6,214683
237,7,371792
237,8,86860
237,9,135617
237,postquiz,60618
238,instructions,212766
238,prequiz,27677
238,0,397868
238,1,173895
238,2,230609
238,3,298256
238,4,397599
238,5,1076065
238,6,391104
238,7,297072
238,8,626887
238,9,292808
238,postquiz,46456
239,instructions,491524
239,prequiz,388156
239,0,159684
239,1,194881
239,2,65502
239,3,191877
239,4,281350
239,5,153158
239,6,77903
239,7,69057
239,8,286075
239,9,212442
239,postquiz,47495
240,instructions,463363
240,prequiz,68695
240,0,562917
240,1,167074
240,2,539818
240,3,277061
240,4,235699
240,5,255493
240,6,177390
240,7,688177
240,8,65651
240,9,728686
240,postquiz,30488
241,instructions,1052189
241,prequiz,813927
241,0,1770807
241,1,404511
241,2,895416
241,3,340556
241,4,447633
241,5,719335
241,6,1350281
241,7,189600
241,8,204560
241,9,536398
241,postquiz,267181
242,instructions,172884
242,prequiz,20792
242,0,448630
242,1,208152
242,2,242103
242,3,282802
242,4,132158
242,5,154792
242,6,180450
242,7,287637
242,8,136233
242,9,242265
242,postquiz,33664
243,instructions,348796
243,prequiz,17264
243,0,226112
243,1,184467
243,2,473040
243,3,130780
243,4,398354
243,5,244488
243,6,106668
243,7,1359058
243,8,204484
243,9,301608
243,postquiz,62828
244,instructions,364921
244,prequiz,31430
244,0,189761
244,1,364321
244,2,1243037
244,3,1074697
244,4,530219
244,5,1481347
244,6,931401
244,7,591012
244,8,1143507
244,9,235721
244,postquiz,283664
245,instructions,536857
245,prequiz,41380
245,0,739661
245,1,372942
245,2,521578
245,3,648731
245,4,124124
245,5,201775
245,6,373130
245,7,165989
245,8,317617
245,9,225271
245,postquiz,102605
246,instructions,460343
246,prequiz,144207
246,0,642977
246,1,639398
246,2,589754
246,3,771356
246,4,1066248
246,5,1495612
246,6,440519
246,7,248578
246,8,179032
246,9,198955
246,postquiz,78530
247,instructions,959036
247,prequiz,444725
247,0,1252573
247,1,252643
247,2,318946
247,3,292000
247,4,218924
247,5,452278
247,6,596613
247,7,168605
247,8,187281
247,9,148085
247,postquiz,79804
248,instructions,1190508
248,prequiz,92113
248,0,413918
248,1,722293
248,2,220662
248,3,154915
248,4,155485
248,5,511383
248,6,252770
248,7,350889
248,8,213175
248,9,274409
248,postquiz,91261
249,instructions,136586
249,prequiz,59813
249,0,298570
249,1,531264
249,2,147310
249,3,513013
249,4,414063
249,5,204750
249,6,256022
249,7,487754
249,8,348665
249,9,101087
249,postquiz,89514
250,instructions,255233
250,prequiz,36547
250,0,229989
250,1,470569
250,2,95975
250,3,108841
250,4,391187
250,5,142503
250,6,181666
250,7,90260
250,8,360211
250,9,223060
250,postquiz,40377
251,instructions,403932
251,prequiz,355521
251,0,318594
251,1,99327
251,2,71309
251,3,87869
251,4,70757
251,5,132623
251,6,97905
251,7,105176
251,8,69341
251,9,79119
251,postquiz,60824
252,instructions,304100
252,prequiz,48610
252,0,485742
252,1,508183
252,2,253579
252,3,178826
252,4,84460
252,5,476916
252,6,87011
252,7,926141
252,8,401403
252,9,401211
252,postquiz,77775
253,instructions,58011
253,prequiz,17596
253,0,276678
253,1,6305042
253,2,478242
253,3,513812
253,4,177718
253,5,288384
253,6,746899
253,7,77170
253,8,94208
253,9,114524
253,postquiz,36467
254,instructions,29473
254,prequiz,169751
254,0,439532
254,1,384044
254,2,141011
254,3,66687
254,4,239817
254,5,175182
254,6,128115
254,7,189657
254,8,106474
254,9,201357
254,postquiz,77142
255,instructions,330402
255,prequiz,80492
255,0,252003
255,1,569512
255,2,397750
255,3,857105
255,4,205212
255,5,146909
255,6,230220
255,7,633445
255,8,588499
255,9,578756
255,postquiz,59980
256,instructions,121776
256,prequiz,26906
256,0,432742
256,1,364367
256,2,543966
256,3,415846
256,4,358090
256,5,466228
256,6,345678
256,7,339736
256,8,79907
256,9,438361
256,postquiz,105840
257,instructions,180871
257,prequiz,13842
257,0,386713
257,1,246237
257,2,282033
257,3,128088
257,4,253956
257,5,173236
257,6,135369
257,7,277399
257,8,182471
257,9,159279
257,postquiz,121826
258,instructions,1760756
258,prequiz,1222178
258,0,1151317
258,1,291661
258,2,450224
258,3,337114
258,4,328989
258,5,166119
258,6,145898
258,7,333960
258,8,379954
258,9,187498
258,postquiz,74360
259,instructions,265223
259,prequiz,81631
259,0,1734219
259,1,279148
259,2,262255
259,3,737661
259,4,751846
259,5,191509
259,6,135044
259,7,159581
259,8,269582
259,9,306483
259,postquiz,35778
260,instructions,199082
260,prequiz,44116
260,0,491760
260,1,331796
260,2,1404240
260,3,1523868
260,4,318861
260,5,157024
260,6,426730
260,7,709909
260,8,355050
260,9,257106
260,postquiz,36083
261,instructions,578116
261,prequiz,74135
261,0,323700
261,1,542584
261,2,1424335
261,3,312207
261,4,991065
261,5,751177
261,6,431827
261,7,619952
261,8,219228
261,9,336473
261,postquiz,32611
262,instructions,271209
262,prequiz,43658
262,0,1141556
262,1,2446131
262,2,94375
262,3,168103
262,4,159393
262,5,135308
262,6,141518
262,7,240250
262,8,139689
262,9,164093
262,postquiz,38962
263,instructions,120035
263,prequiz,90614
263,0,907404
263,1,466951
263,2,524786
263,3,352397
263,4,232696
263,5,605515
263,6,666553
263,7,439604
263,8,926922
263,9,638261
263,postquiz,331948
264,instructions,1142559
264,prequiz,107604
264,0,302391
264,1,320026
264,2,635039
264,3,656925
264,4,366690
264,5,337673
264,6,292666
264,7,154370
264,8,93876
264,9,167900
264,postquiz,34645
265,instructions,1058157
265,prequiz,754986
265,0,235519
265,1,195573
265,2,145823
265,3,267768
265,4,55887
265,5,334097
265,6,276788
265,7,223887
265,8,249554
265,9,200039
265,postquiz,31634
266,instructions,46821
266,prequiz,20217
266,0,235972
266,1,164671
266,2,156235
266,3,190895
266,4,377260
266,5,129336
266,6,228003
266,7,158943
266,8,365884
266,9,404634
266,postquiz,44898
267,instructions,8127
267,prequiz,7314
267,0,417884
267,1,411528
267,2,206251
267,3,222904
267,4,426487
267,5,143417
267,6,182171
267,7,182198
267,8,326122
267,9,109997
267,postquiz,73939
268,instructions,1080779
268,prequiz,40969
268,0,989268
268,1,1534627
268,2,1768378
268,3,260611
268,4,837165
268,5,260464
268,6,324285
268,7,551137
268,8,845389
268,9,118424
268,postquiz,22752
269,instructions,700249
269,prequiz,161326
269,0,1410309
269,1,584765
269,2,1278047
269,3,926014
269,4,607219
269,5,234251
269,6,806017
269,7,1033155
269,8,806639
269,9,378394
269,postquiz,152171
270,instructions,240432
270,prequiz,40315
270,0,434927
270,1,371418
270,2,207422
270,3,159165
270,4,233721
270,5,70606
270,6,1002596
270,7,471571
270,8,911025
270,9,147977
270,postquiz,65176
271,instructions,506760
271,prequiz,232932
271,0,813564
271,1,515923
271,2,197947
271,3,333774
271,4,363700
271,5,317473
271,6,393921
271,7,551568
271,8,303260
271,9,371499
271,postquiz,90379
272,instructions,1289551
272,prequiz,120159
272,0,286198
272,1,129945
272,2,952775
272,3,1398808
272,4,39312
272,5,1096291
272,6,125057
272,7,39366
272,8,885943
272,9,64723
272,postquiz,38883
273,instructions,15193
273,prequiz,485073
273,0,1409218
273,1,344653
273,2,106423
273,3,57465
273,4,123430
273,5,62631
273,6,74432
273,7,98706
273,8,84981
273,9,89421
273,postquiz,37697
274,instructions,232540
274,prequiz,26090
274,0,395413
274,1,294889
274,2,690535
274,3,473962
274,4,474799
274,5,4337555
274,6,1061350
274,7,407248
274,8,261000
274,9,192240
274,postquiz,37056
275,instructions,146158
275,prequiz,74505
275,0,128574
275,1,80923
275,2,78077
275,3,82233
275,4,67804
275,5,98036
275,6,73975
275,7,71108
275,8,61928
275,9,62433
275,postquiz,66297
276,instructions,18985
276,prequiz,16884
276,0,799756
276,1,365042
276,2,361865
276,3,290999
276,4,241690
276,5,156086
276,6,372769
276,7,165745
276,8,208640
276,9,185728
276,postquiz,99213
277,instructions,434734
277,prequiz,400656
277,0,565950
277,1,671434
277,2,1059857
277,3,98390
277,4,318359
277,5,243077
277,6,306527
277,7,216115
277,8,247433
277,9,280746
277,postquiz,125639
278,instructions,252731
278,prequiz,232219
278,0,323562
278,1,152158
278,2,187789
278,3,142800
278,4,340817
278,5,132748
278,6,1495155
278,7,144694
278,8,167043
278,9,88223
278,postquiz,39173
279,instructions,11053
279,prequiz,8308
279,0,1518020
279,1,884250
279,2,283678
279,3,160634
279,4,117113
279,5,118388
279,6,123105
279,7,100219
279,8,226372
279,9,134452
279,postquiz,113025
280,instructions,5256
280,prequiz,20918
280,0,50521
280,1,56183
280,2,68385
280,3,52530
280,4,58515
280,5,64641
280,6,60639
280,7,60798
280,8,50014
280,9,56542
280,postquiz,134128
281,instructions,5961
281,prequiz,8582
281,0,58185
281,1,62443
