subject,block,duration_ms
281,2,99647
281,3,62724
281,4,65455
281,5,74284
281,6,73898
281,7,63057
281,8,66110
281,9,61431
281,postquiz,77341
282,instructions,788412
282,prequiz,1114983
282,0,519644
282,1,633520
282,2,399354
282,3,455953
282,4,440856
282,5,81548
282,6,137339
282,7,359022
282,8,273699
282,9,97510
282,postquiz,123793
283,instructions,534597
283,prequiz,25123
283,0,401403
283,1,147883
283,2,504318
283,3,83714
283,4,364267
283,5,375735
283,6,345882
283,7,403203
283,8,231505
283,9,112288
283,postquiz,164084
284,instructions,10684
284,prequiz,11741
284,0,358676
284,1,300287
284,2,171331
284,3,203242
284,4,169742
284,5,170840
284,6,152307
284,7,252532
284,8,212055
284,9,176012
284,postquiz,122182
285,instructions,360747
285,prequiz,18577
285,0,253556
285,1,301554
285,2,184956
285,3,343866
285,4,362700
285,5,175366
285,6,276356
285,7,134034
285,8,132795
285,9,69565
285,postquiz,69861
286,instructions,257601
286,prequiz,104805
286,0,593213
286,1,173016
286,2,196136
286,3,199057
286,4,179487
286,5,137760
286,6,131657
286,7,159695
286,8,145816
286,9,153247
286,postquiz,103125
287,instructions,773111
287,prequiz,799645
287,0,390876
287,1,342312
287,2,1002249
287,3,524160
287,4,892440
287,5,158759
287,6,274142
287,7,174100
287,8,2182780
287,9,223668
287,postquiz,80326
288,instructions,811747
288,prequiz,651333
288,0,134930
288,1,272052
288,2,202418
288,3,118466
288,4,185987
288,5,119422
288,6,84009
288,7,93325
288,8,126678
288,9,116329
288,postquiz,76681
289,instructions,416016
289,prequiz,76815
289,0,596212
289,1,470731
289,2,223088
289,3,560453
289,4,682131
289,5,993135
289,6,286209
289,7,369082
289,8,182113
289,9,374509
289,postquiz,41741
290,instructions,270204
290,prequiz,106849
290,0,327619
290,1,318073
290,2,277315
290,3,282982
290,4,198749
290,5,356021
290,6,267148
290,7,131580
290,8,152711
290,9,189709
290,postquiz,79441
291,instructions,1391829
291,prequiz,1130496
291,0,617002
291,1,312737
291,2,343102
291,3,237349
291,4,191083
291,5,115963
291,6,209398
291,7,167114
291,8,153747
291,9,87112
291,postquiz,222860
292,instructions,144287
292,prequiz,173808
292,0,528141
292,1,551784
292,2,783148
292,3,453011
292,4,351260
292,5,316873
292,6,268512
292,7,189891
292,8,288347
292,9,152508
292,postquiz,69405
293,instructions,286296
293,prequiz,31794
293,0,328077
293,1,1322971
293,2,517365
293,3,260870
293,4,1750730
293,5,221766
293,6,675854
293,7,244465
293,8,189650
293,9,426668
293,postquiz,116452
294,instructions,326510
294,prequiz,31139
294,0,724524
294,1,560339
294,2,918388
294,3,688894
294,4,677449
294,5,541981
294,6,638891
294,7,1746521
294,8,291372
294,9,253677
294,postquiz,96171
295,instructions,358094
295,prequiz,40918
295,0,217788
295,1,258480
295,2,395891
295,3,244803
295,4,89552
295,5,209184
295,6,146248
295,7,680398
295,8,319637
295,9,431899
295,postquiz,47046
296,instructions,216211
296,prequiz,39364
296,0,247023
296,1,258097
296,2,352764
296,3,324062
296,4,162658
296,5,384658
296,6,762387
296,7,752956
296,8,391344
296,9,84252
296,postquiz,63489
297,instructions,1751237
297,prequiz,1104364
297,0,442676
297,1,519141
297,2,604147
297,3,480439
297,4,351546
297,5,128747
297,6,415843
297,7,107945
297,8,139370
297,9,197019
297,postquiz,102651
298,instructions,558698
298,prequiz,57697
298,0,72364
298,1,467113
298,2,127696
298,3,272631
298,4,110491
298,5,117818
298,6,225246
298,7,40364
298,8,96801
298,9,82912
298,postquiz,57614
299,instructions,59325
299,prequiz,45717
299,0,588563
299,1,596993
299,2,652777
299,3,259531
299,4,771798
299,5,296240
299,6,616561
299,7,390634
299,8,370437
299,9,115231
299,postquiz,108319
300,instructions,124712
300,prequiz,17182
300,0,402023
300,1,135595
300,2,363476
300,3,96344
300,4,326186
300,5,167725
300,6,285127
300,7,243459
300,8,125511
300,9,51298
300,postquiz,30112
301,instructions,128825
301,prequiz,20852
301,0,250258
301,1,178909
301,2,387505
301,3,264202
301,4,576357
301,5,85040
301,6,360842
301,7,100491
301,8,30904
301,9,507287
301,postquiz,54085
302,instructions,719171
302,prequiz,706852
302,0,708180
302,1,417338
302,2,320735
302,3,238735
302,4,191322
302,5,303111
302,6,138446
302,7,99154
302,8,86337
302,9,95357
302,postquiz,141990
303,instructions,231641
303,prequiz,18588
303,0,275684
303,1,72809
303,2,202441
303,3,368221
303,4,112199
303,5,216682
303,6,55440
303,7,265704
303,8,318471
303,9,150494
303,postquiz,66942
304,instructions,264986
304,prequiz,20669
304,0,164544
304,1,476300
304,2,465647
304,3,109272
304,4,114048
304,5,134031
304,6,43713
304,7,121695
304,8,148833
304,9,174741
304,postquiz,21036
305,instructions,257922
305,prequiz,18557
305,0,446474
305,1,427637
305,2,110427
305,3,94474
305,4,232535
305,5,239030
305,6,142594
305,7,247702
305,8,309163
305,9,133796
305,postquiz,38188
306,instructions,66555
306,prequiz,67179
306,0,289925
306,1,391784
306,2,126287
306,3,139759
306,4,450577
306,5,354205
306,6,220010
306,7,337908
306,8,241195
306,9,305278
306,postquiz,96083
307,instructions,13070
307,prequiz,15739
307,0,87413
307,1,109087
307,2,84760
307,3,96317
307,4,109019
307,5,68971
307,6,82714
307,7,131555
307,8,72196
307,9,129581
307,postquiz,29073
308,instructions,887827
308,prequiz,673567
308,0,559329
308,1,326645
308,2,1042579
308,3,673911
308,4,320322
308,5,666011
308,6,746076
308,7,353681
308,8,576023
308,9,269507
308,postquiz,53305
309,instructions,7748
309,prequiz,8539
309,0,191789
309,1,156148
309,2,164691
309,3,139537
309,4,163100
309,5,61854
309,6,231278
309,7,680608
309,8,123427
309,9,60583
309,postquiz,37327
310,instructions,13342
310,prequiz,11163
310,0,159541
310,1,171358
310,2,199431
310,3,239725
310,4,404534
310,5,167134
310,6,164478
310,7,272127
310,8,236576
310,9,134862
310,postquiz,21233
311,instructions,263328
311,prequiz,24354
311,0,508869
311,1,392836
311,2,58712
311,3,266593
311,4,369926
311,5,874140
311,6,97788
311,7,174816
311,8,541573
311,9,125671
311,postquiz,139436
312,instructions,295331
312,prequiz,53681
312,0,631156
312,1,1324072
312,2,455341
312,3,397352
312,4,1378017
312,5,781868
312,6,270212
312,7,653043
312,8,629479
312,9,380565
312,postquiz,80757
313,instructions,750093
313,prequiz,60228
313,0,247819
313,1,242388
313,2,180859
313,3,210892
313,4,473084
313,5,525338
313,6,269402
313,7,88456
313,8,464903
313,9,242330
313,postquiz,75760
314,instructions,183843
314,prequiz,49371
314,0,793247
314,1,500726
314,2,120279
314,3,80506
314,4,732129
314,5,528646
314,6,461461
314,7,260365
314,8,238964
314,9,236945
314,postquiz,34478
315,instructions,620003
315,prequiz,58370
315,0,432135
315,1,656324
315,2,630830
315,3,393123
315,4,288676
315,5,493167
315,6,447735
315,7,396241
315,8,302678
315,9,466664
315,postquiz,106944
316,instructions,379504
316,prequiz,20412
316,0,798237
316,1,521461
316,2,272476
316,3,76451
316,4,464884
316,5,787739
316,6,120301
316,7,175550
316,8,316541
316,9,242380
316,postquiz,29032
317,instructions,966074
317,prequiz,779012
317,0,901937
317,1,316600
317,2,753293
317,3,377245
317,4,346518
317,5,214436
317,6,231855
317,7,219372
317,8,166619
317,9,221156
317,postquiz,107168
318,instructions,265653
318,prequiz,134335
318,0,247453
318,1,371008
318,2,596497
318,3,467481
318,4,1323515
318,5,320342
318,6,368408
318,7,197811
318,8,732832
318,9,348066
318,postquiz,104974
319,instructions,4626272
319,prequiz,14783
319,0,101881
319,1,108127
319,2,203988
319,3,130867
319,4,73765
319,5,86561
319,6,172285
319,7,110264
319,8,360261
319,9,214441
319,postquiz,41479
320,instructions,572829
320,prequiz,613348
320,0,197969
320,1,119699
320,2,125976
320,3,118161
320,4,121933
320,5,104322
320,6,116990
320,7,107149
320,8,108272
320,9,92890
320,postquiz,69991
321,instructions,205159
321,prequiz,198628
321,0,314104
321,1,443846
321,2,743405
321,3,932838
321,4,157772
321,5,672810
321,6,485874
321,7,516393
321,8,274729
321,9,866015
321,postquiz,120697
322,instructions,172909
322,prequiz,26369
322,0,209288
322,1,308318
322,2,236479
322,3,115207
322,4,194000
322,5,216063
322,6,247222
322,7,263400
322,8,268740
322,9,135362
322,postquiz,99604
323,instructions,34335
323,prequiz,495274
323,0,437111
323,1,230014
323,2,979090
323,3,381759
323,4,754193
323,5,162970
323,6,242430
323,7,160444
323,8,251536
323,9,186045
323,postquiz,47476
324,instructions,172924
324,prequiz,196865
324,0,340664
324,1,120253
324,2,86701
324,3,85896
324,4,74942
324,5,84898
324,6,68101
324,7,80228
324,8,68064
324,9,61929
324,postquiz,83234
325,instructions,172969
325,prequiz,20214
325,0,217994
325,1,202923
325,2,128016
325,3,196155
325,4,258558
325,5,167327
325,6,83318
325,7,87252
325,8,304610
325,9,315912
325,postquiz,73567
326,instructions,601125
326,prequiz,4499
326,0,4477187
326,1,317311
326,2,189952
326,3,188272
326,4,107929
326,5,171112
326,6,117331
326,7,140129
326,8,85154
326,9,123439
326,postquiz,16000
327,instructions,639632
327,prequiz,291711
327,0,803608
327,1,273777
327,2,240998
327,3,132547
327,4,204635
327,5,135826
327,6,148166
327,7,134402
327,8,316626
327,9,96457
327,postquiz,66934
328,instructions,252882
328,prequiz,60443
328,0,375125
328,1,158669
328,2,500291
328,3,286878
328,4,190113
328,5,216811
328,6,489557
328,7,151865
328,8,90902
328,9,100653
328,postquiz,32934
329,instructions,9693
329,prequiz,6452
329,0,3163623
329,1,138817
329,2,179111
329,3,120298
329,4,229428
329,5,53797
329,6,78458
329,7,71888
329,8,139450
329,9,135002
329,postquiz,45297
330,instructions,154730
330,prequiz,48894
330,0,230760
330,1,253748
330,2,149460
330,3,182401
330,4,126330
330,5,138903
330,6,131922
330,7,237185
330,8,101994
330,9,171342
330,postquiz,37398
331,instructions,1873
331,prequiz,24979
331,0,177210
331,1,101643
331,2,960267
331,3,482556
331,4,323269
331,5,63601
331,6,71536
331,7,75602
331,8,64651
331,9,85396
331,postquiz,46108
332,instructions,19563
332,prequiz,8633
332,0,630753
332,1,177119
332,2,124569
332,3,111464
332,4,63464
332,5,71288
332,6,122320
332,7,147792
332,8,79576
332,9,72140
332,postquiz,46150
333,instructions,480515
333,prequiz,258899
333,0,178237
333,1,105729
333,2,80606
333,3,187994
333,4,103585
333,5,82420
333,6,81760
333,7,168855
333,8,86561
333,9,148661
333,postquiz,42617
334,instructions,4329653
334,prequiz,26490
334,0,1109562
334,1,702809
334,2,129500
334,3,199499
334,4,240690
334,5,306438
334,6,238063
334,7,166375
334,8,54685
334,9,99521
334,postquiz,29918
335,instructions,152190
335,prequiz,23309
335,0,287086
335,1,195605
335,2,369602
335,3,167166
335,4,282921
335,5,191564
335,6,259434
335,7,217397
335,8,341754
335,9,655821
335,postquiz,68980
336,instructions,1892953
336,prequiz,1633997
336,0,474123
336,1,546797
336,2,345315
336,3,323118
336,4,205507
336,5,296486
336,6,329208
336,7,334503
336,8,105434
336,9,118524
336,postquiz,137600
337,instructions,259482
337,prequiz,25074
337,0,131783
337,1,529322
337,2,168636
337,3,1014872
337,4,538969
337,5,182790
337,6,609820
337,7,175175
337,8,341927
337,9,22649
337,postquiz,20515
338,instructions,222925
338,prequiz,29185
338,0,322000
338,1,458584
338,2,141992
338,3,305809
338,4,193600
338,5,760641
338,6,257704
338,7,103072
338,8,168808
338,9,123538
338,postquiz,57006
339,instructions,183669
339,prequiz,18457
339,0,151557
339,1,300319
339,2,225807
339,3,203754
339,4,449478
339,5,562661
339,6,333192
339,7,298235
339,8,180372
339,9,159436
339,postquiz,56987
340,instructions,90301
340,prequiz,57138
340,0,1188380
340,1,1973131
340,2,1311736
340,3,510251
340,4,241360
340,5,951211
340,6,279764
340,7,169233
340,8,375059
340,9,464351
340,postquiz,184080
341,instructions,595236
341,prequiz,355051
341,0,724142
341,1,469543
341,2,213934
341,3,522615
341,4,180807
341,5,152911
341,6,113869
341,7,268284
341,8,124431
341,9,133168
341,postquiz,106216
342,instructions,351340
342,prequiz,313516
342,0,358864
342,1,153502
342,2,130877
342,3,127970
342,4,117780
342,5,109390
342,6,146841
342,7,113713
342,8,149207
342,9,79369
342,postquiz,31690
343,instructions,655694
343,prequiz,647670
343,0,3969032
343,1,105191
343,2,55996
343,3,406180
343,4,87138
343,5,283410
343,6,216250
343,7,209939
343,8,178466
343,9,165424
343,postquiz,114163
344,instructions,192443
344,prequiz,15186
344,0,217172
344,1,133011
344,2,176385
344,3,238192
344,4,323872
344,5,482801
344,6,357625
344,7,227785
344,8,209576
344,9,190843
344,postquiz,80514
345,instructions,2268401
345,prequiz,2223322
345,0,612625
345,1,883657
345,2,208064
345,3,232573
345,4,220082
345,5,164530
345,6,136339
345,7,160341
345,8,216839
345,9,95325
345,postquiz,61939
346,instructions,131706
346,prequiz,19623
346,0,259939
346,1,266657
346,2,162292
346,3,265769
346,4,259245
346,5,60760
346,6,413148
346,7,566877
346,8,225492
346,9,121005
346,postquiz,48078
347,instructions,87614
347,prequiz,95824
347,0,1275566
347,1,585534
347,2,757313
347,3,416888
347,4,547484
347,5,136829
347,6,177836
347,7,80435
347,8,84987
347,9,92966
347,postquiz,28362
348,instructions,244173
348,prequiz,52321
348,0,534910
348,1,705082
348,2,312272
348,3,206179
348,4,111824
348,5,225061
348,6,141762
348,7,207244
348,8,153914
348,9,152948
348,postquiz,68703
349,instructions,91290
349,prequiz,12448
349,0,294012
349,1,417516
349,2,379317
349,3,206052
349,4,86377
349,5,309740
349,6,661572
349,7,527406
349,8,712693
349,9,298431
349,postquiz,102086
350,instructions,202757
350,prequiz,20791
350,0,342728
350,1,129263
350,2,114368
350,3,554904
350,4,115744
350,5,477887
350,6,722739
350,7,183869
350,8,98673
350,9,78696
350,postquiz,22976
351,instructions,100629
351,prequiz,10616
351,0,484947
351,1,386049
351,2,371426
351,3,272072
351,4,239583
351,5,265336
351,6,237422
351,7,256008
351,8,176633
351,9,277583
351,postquiz,82390
352,instructions,1446980
352,prequiz,103933
352,0,2842468
352,1,1176527
352,2,405773
352,3,601687
352,4,560877
352,5,284458
352,6,358343
352,7,491682
352,8,337244
352,9,199468
352,postquiz,138748
353,instructions,258967
353,prequiz,42450
353,0,158787
353,1,100672
353,2,192649
353,3,49648
353,4,116644
353,5,223874
353,6,94299
353,7,103327
353,8,60431
353,9,91736
353,postquiz,46032
354,instructions,169833
354,prequiz,13408
354,0,205904
354,1,438525
354,2,151261
354,3,138281
354,4,246249
354,5,387498
354,6,347763
354,7,277558
354,8,237202
354,9,160183
354,postquiz,51747
355,instructions,26568
355,prequiz,27722
355,0,317661
355,1,506746
355,2,218877
355,3,298884
355,4,161635
355,5,203510
355,6,226909
355,7,157024
355,8,205965
355,9,99447
355,postquiz,111242
356,instructions,90675
356,prequiz,56625
356,0,375299
356,1,205027
356,2,154403
356,3,75038
356,4,116807
356,5,91722
356,6,70498
356,7,224516
356,8,49217
356,9,113641
356,postquiz,36395
357,instructions,443420
357,prequiz,52876
357,0,482232
357,1,197271
357,2,713481
357,3,210069
357,4,176798
357,5,207166
357,6,146974
357,7,133575
357,8,252229
357,9,528959
357,postquiz,80836
358,instructions,411892
358,prequiz,497962
358,0,700726
358,1,351013
358,2,391138
358,3,175691
358,4,508898
358,5,193531
358,6,196678
358,7,362415
358,8,234624
358,9,983595
358,postquiz,137861
359,instructions,298460
359,prequiz,14896
359,0,230338
359,1,395070
359,2,1103478
359,3,122175
359,4,367537
359,5,364452
359,6,132342
359,7,315746
359,8,45292
359,9,200546
359,postquiz,49215
360,instructions,669949
360,prequiz,208748
360,0,1455739
360,1,1781417
360,2,1146714
360,3,716207
360,4,335584
360,5,263794
360,6,105911
360,7,162798
360,8,174638
360,9,251405
360,postquiz,84460
361,instructions,235432
361,prequiz,137589
361,0,367649
361,1,406218
361,2,258150
361,3,319641
361,4,218930
361,5,293621
361,6,323089
361,7,420010
361,8,276529
361,9,230603
361,postquiz,75627
362,instructions,127907
362,prequiz,21691
362,0,103017
362,1,322101
362,2,183357
362,3,79920
362,4,315469
362,5,147980
362,6,101447
362,7,139305
362,8,182993
362,9,108294
362,postquiz,88068
363,instructions,79097
363,prequiz,8342
363,0,168108
363,1,407586
363,2,426279
363,3,337202
363,4,202077
363,5,100135
363,6,450891
363,7,65141
363,8,485681
363,9,105709
363,postquiz,92100
364,instructions,246175
364,prequiz,34451
364,0,1063527
364,1,132264
364,2,215856
364,3,104893
364,4,264772
364,5,368285
364,6,224302
364,7,340435
364,8,83523
364,9,302706
364,postquiz,108201
365,instructions,476688
365,prequiz,246200
365,0,288276
365,1,296211
365,2,287359
365,3,226758
365,4,184390
365,5,177577
365,6,266111
365,7,1717667
365,8,80416
365,9,109829
365,postquiz,105691
366,instructions,475855
366,prequiz,161965
366,0,440370
366,1,269672
366,2,679104
366,3,406268
366,4,418270
366,5,262506
366,6,393666
366,7,254622
366,8,549924
366,9,332541
366,postquiz,101728
367,instructions,385240
367,prequiz,40840
367,0,1190766
367,1,606334
367,2,261313
367,3,377664
367,4,382609
367,5,409049
367,6,540196
367,7,120957
367,8,256900
367,9,571755
367,postquiz,123214
368,instructions,526139
368,prequiz,61417
368,0,503533
368,1,1047914
368,2,1215399
368,3,409587
368,4,801161
368,5,359963
368,6,427685
368,7,577682
368,8,925547
368,9,249507
368,postquiz,40769
369,instructions,161812
369,prequiz,21846
369,0,649014
369,1,715036
369,2,383181
369,3,130499
369,4,1232029
369,5,91799
369,6,58451
369,7,662538
369,8,124054
369,9,315377
369,postquiz,34274
370,instructions,284748
370,prequiz,223398
370,0,260406
370,1,167796
370,2,193404
370,3,179075
370,4,254813
370,5,184357
370,6,291924
370,7,324449
370,8,246790
370,9,375072
370,postquiz,125881
371,instructions,306747
371,prequiz,79252
371,0,700520
371,1,174100
371,2,225007
371,3,324952
371,4,219224
371,5,215442
371,6,1197872
371,7,196457
371,8,232529
371,9,227925
371,postquiz,52048
372,instructions,109920
372,prequiz,27045
372,0,220904
372,1,217430
372,2,82044
372,3,143631
372,4,148034
372,5,211298
372,6,47694
372,7,149852
372,8,140671
372,9,145107
372,postquiz,21700
373,instructions,611036
373,prequiz,260611
373,0,441999
373,1,641176
373,2,478444
373,3,186382
373,4,482034
373,5,136260
373,6,556005
373,7,116140
373,8,149679
373,9,50875
373,postquiz,101542
374,instructions,413534
374,prequiz,209702
374,0,506047
374,1,329409
374,2,198310
374,3,201930
374,4,222920
374,5,370001
374,6,358930
374,7,697355
374,8,496904
374,9,147582
374,postquiz,81228
375,instructions,560042
375,prequiz,447508
375,0,670741
375,1,192604
375,2,108307
375,3,134804
375,4,216190
375,5,132357
375,6,141913
375,7,183481
375,8,125248
375,9,110392
375,postquiz,58238
376,instructions,7888463
376,prequiz,7492215
376,0,319278
376,1,143528
376,2,294911
376,3,155072
376,4,147322
376,5,92720
376,6,226729
376,7,68248
376,8,163220
376,9,467590
376,postquiz,32355
377,instructions,47305
377,prequiz,35190
377,0,792069
377,1,290096
377,2,255027
377,3,752015
377,4,221039
377,5,1976872
377,6,328643
377,7,160978
377,8,230866
377,9,94440
377,postquiz,35565
378,instructions,316903
378,prequiz,46088
378,0,508997
378,1,885983
378,2,172865
378,3,837831
378,4,1121776
378,5,177561
378,6,234039
378,7,165905
378,8,206839
378,9,173160
378,postquiz,56785
379,instructions,532746
379,prequiz,235082
379,0,521508
379,1,385765
379,2,931984
379,3,222625
379,4,1275960
379,5,298885
379,6,117046
379,7,342065
379,8,221634
379,9,236637
379,postquiz,42736
380,instructions,25391
380,prequiz,109470
380,0,1168096
380,1,521498
380,2,375914
380,3,194007
380,4,150395
380,5,275221
380,6,217738
380,7,204843
380,8,118263
380,9,107031
380,postquiz,25792
381,instructions,210581
381,prequiz,15943
381,0,209012
381,1,182559
381,2,174083
381,3,277213
381,4,90475
381,5,52428
381,6,126502
381,7,74209
381,8,119301
381,9,241611
381,postquiz,26915
382,instructions,17432
382,prequiz,10096
382,0,1425419
382,1,259410
382,2,290731
382,3,135025
382,4,403734
382,5,360588
382,6,209225
382,7,151502
382,8,525893
382,9,72061
382,postquiz,76134
383,instructions,680122
383,prequiz,1312833
383,0,448484
383,1,251283
383,2,115848
383,3,151061
383,4,147895
383,5,97087
383,6,84487
383,7,87242
383,8,92297
383,9,77022
383,postquiz,33042
384,instructions,4101030
384,prequiz,615098
384,0,694606
384,1,503642
384,2,494274
384,3,327554
384,4,287414
384,5,521166
384,6,104415
384,7,547887
384,8,294343
384,9,157090
384,postquiz,96604
385,instructions,339721
385,prequiz,164762
385,0,402671
385,1,731847
385,2,275839
385,3,1027038
385,4,117183
385,5,595369
385,6,137743
385,7,274833
385,8,228717
385,9,180805
385,postquiz,93234
386,instructions,736892
386,prequiz,612618
386,0,172981
386,1,202591
386,2,90577
386,3,154524
386,4,134952
386,5,190413
386,6,162938
386,7,110247
386,8,155788
386,9,136890
386,postquiz,56771
387,instructions,16997
387,prequiz,6764
387,0,701197
387,1,513425
387,2,1059567
387,3,334815
387,4,212771
387,5,396759
387,6,402541
387,7,230972
387,8,275990
387,9,259075
387,postquiz,56663
388,instructions,1342970
388,prequiz,730274
388,0,419797
388,1,521754
388,2,317439
388,3,294469
388,4,332853
388,5,196203
388,6,130355
388,7,178963
388,8,168750
388,9,387254
388,postquiz,39107
389,instructions,48229
389,prequiz,63071
389,0,4760382
389,1,516623
389,2,165894
389,3,182533
389,4,161169
389,5,359155
389,6,308635
389,7,168704
389,8,179759
389,9,208539
389,postquiz,53107
390,instructions,120121
390,prequiz,15416
390,0,683914
390,1,118636
390,2,171697
390,3,695441
390,4,226929
390,5,569525
390,6,71072
390,7,341628
390,8,317866
390,9,72290
390,postquiz,64962
391,instructions,521166
391,prequiz,108452
391,0,235697
391,1,517387
391,2,202762
391,3,127372
391,4,226816
391,5,81512
391,6,109678
391,7,242420
391,8,79379
391,9,148860
391,postquiz,52583
392,instructions,1111973
392,prequiz,534434
392,0,638402
392,1,552912
392,2,517822
392,3,733944
392,4,303235
392,5,129798
392,6,384999
392,7,245812
392,8,180944
392,9,136180
392,postquiz,122638
393,instructions,977443
393,prequiz,107715
393,0,485812
393,1,268582
393,2,685736
393,3,180906
393,4,927863
393,5,240697
393,6,314054
393,7,895777
393,8,187594
393,9,118865
393,postquiz,38240
394,instructions,12029
394,prequiz,101823
394,0,384027
394,1,750816
394,2,357975
394,3,241772
394,4,454372
394,5,577328
394,6,429452
394,7,513337
394,8,1076179
394,9,144737
394,postquiz,249280
395,instructions,361148
395,prequiz,61943
395,0,1630872
395,1,644143
395,2,331060
395,3,440255
395,4,1223183
395,5,593594
395,6,375021
395,7,729804
395,8,513340
395,9,382104
395,postquiz,51371
396,instructions,4616237
396,prequiz,91375
396,0,707127
396,1,228653
396,2,217696
396,3,219330
396,4,69578
396,5,207062
396,6,274090
396,7,509246
396,8,357357
396,9,97786
396,postquiz,30082
397,instructions,43062
397,prequiz,37175
397,0,211510
397,1,161314
397,2,1034654
397,3,274641
397,4,342450
397,5,185413
397,6,253321
397,7,416144
397,8,289399
397,9,128057
397,postquiz,123200
398,instructions,718852
398,prequiz,115215
398,0,271105
398,1,1178321
398,2,919696
398,3,506371
398,4,107140
398,5,330747
398,6,429918
398,7,881205
398,8,339591
398,9,186277
398,postquiz,69501
399,instructions,125032
399,prequiz,42385
399,0,559846
399,1,518836
399,2,265139
399,3,273065
399,4,332385
399,5,263920
399,6,288370
399,7,199332
399,8,94306
399,9,150431
399,postquiz,145146
400,instructions,244488
400,prequiz,35719
400,0,188468
400,1,525892
400,2,883356
400,3,1026787
400,4,295616
400,5,384724
400,6,591509
400,7,457411
400,8,210416
400,9,504036
400,postquiz,50275
401,instructions,333697
401,prequiz,155074
401,0,967552
401,1,406765
401,2,324510
401,3,394328
401,4,356148
401,5,1098729
401,6,376453
401,7,191467
401,8,400942
401,9,246730
401,postquiz,71601
402,instructions,903822
402,prequiz,56690
402,0,319436
402,1,467833
402,2,155581
402,3,427588
402,4,149261
402,5,122129
402,6,171595
402,7,216085
402,8,400599
402,9,227512
402,postquiz,85078
403,instructions,821596
403,prequiz,385760
403,0,260627
403,1,279971
403,2,127475
403,3,276726
403,4,545277
403,5,327830
403,6,185301
403,7,368529
403,8,558306
403,9,773388
403,postquiz,81169
404,instructions,161985
404,prequiz,284559
404,0,844958
404,1,338599
404,2,119230
404,3,122916
404,4,143292
404,5,162833
404,6,77366
404,7,59245
404,8,88674
404,9,144719
404,postquiz,52807
405,instructions,416650
405,prequiz,415903
405,0,3935820
405,1,309891
405,2,240638
405,3,141010
405,4,83758
405,5,85183
405,6,80893
405,7,74323
405,8,87314
405,9,50781
405,postquiz,31392
406,instructions,239844
406,prequiz,21582
406,0,222241
406,1,80057
406,2,411394
406,3,184100
406,4,148451
406,5,700221
406,6,90172
406,7,828837
406,8,87615
406,9,182999
406,postquiz,187995
407,instructions,383194
407,prequiz,72697
407,0,732872
407,1,356831
407,2,377706
407,3,603677
407,4,1072653
407,5,1387495
407,6,429384
407,7,357755
407,8,584025
407,9,249689
407,postquiz,86517
408,instructions,4716
408,prequiz,18020
408,0,54806
408,1,50232
408,2,65118
408,3,83207
408,4,419270
408,5,233322
408,6,123140
408,7,61008
408,8,52751
408,9,60125
408,postquiz,22275
409,instructions,645731
409,prequiz,61937
409,0,110206
409,1,96301
409,2,155958
409,3,104086
409,4,128221
409,5,869622
409,6,134251
409,7,154487
409,8,117888
409,9,96232
409,postquiz,171730
410,instructions,56541
410,prequiz,50612
410,0,834787
410,1,549263
410,2,491986
410,3,839503
410,4,356106
410,5,438859
410,6,390608
410,7,176077
410,8,386055
410,9,266508
410,postquiz,52231
411,instructions,2095988
411,prequiz,2084176
411,0,583881
411,1,261377
411,2,272131
411,3,145250
411,4,152108
411,5,95580
411,6,126013
411,7,115620
411,8,214061
411,9,127386
411,postquiz,114669
412,instructions,295911
412,prequiz,20702
412,0,99215
412,1,677027
412,2,84928
412,3,253121
412,4,74407
412,5,218048
412,6,1013834
412,7,627468
412,8,420997
412,9,136331
412,postquiz,38636
413,instructions,184675
413,prequiz,15399
413,0,440784
413,1,254092
413,2,126608
413,3,165312
413,4,146761
413,5,390775
413,6,209918
413,7,413356
413,8,399912
413,9,227136
413,postquiz,152806
414,instructions,312605
414,prequiz,163695
414,0,241683
414,1,135487
414,2,167120
414,3,85368
414,4,82911
414,5,80955
414,6,75764
414,7,90964
414,8,113251
414,9,122577
414,postquiz,74801
415,instructions,528225
415,prequiz,14018
415,0,415460
415,1,651679
415,2,271818
415,3,252062
415,4,279232
415,5,362499
415,6,310977
415,7,542501
415,8,104627
415,9,255588
415,postquiz,100477
416,instructions,2458019
416,prequiz,878682
416,0,715894
416,1,970734
416,2,651924
416,3,213103
416,4,353696
416,5,113483
416,6,274465
416,7,102262
416,8,224266
416,9,99191
416,postquiz,67161
417,instructions,44492
417,prequiz,44450
417,0,565150
417,1,209954
417,2,552922
417,3,510951
417,4,818569
417,5,243363
417,6,414795
417,7,281681
417,8,259393
417,9,132942
417,postquiz,166563
418,instructions,1551686
418,prequiz,1467927
418,0,717971
418,1,176597
418,2,103241
418,3,81999
418,4,83180
418,5,73831
418,6,68119
418,7,61309
418,8,60002
418,9,65902
418,postquiz,73550
419,instructions,382883
419,prequiz,263075
419,0,309426
419,1,466185
419,2,209267
419,3,265014
419,4,309496
419,5,451519
419,6,256547
419,7,376538
419,8,116033
419,9,197366
419,postquiz,57337
420,instructions,124238
420,prequiz,141436
420,0,134150
420,1,78734
420,2,223521
420,3,83595
420,4,60813
420,5,78887
420,6,66225
420,7,56135
420,8,83808
420,9,71768
420,postquiz,31597
421,instructions,1871043
421,prequiz,1791959
421,0,1243266
421,1,743463
421,2,471246
421,3,535023
421,4,712560
421,5,242878
421,6,271627
421,7,327026
421,8,339834
